ProductPermissionGroup,CatalogPermissionGroup,Region,SoldToID,SoldToName,CurrencyCode,PriceGroup,AccessKey,Address1,Address2,Address3,City,State,PostalCode,Country,Warehouse,Language
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001275,GREENBRIER OUTDOORS/BAY STREET OUTFITTER,USD,D,1001275elast,825 BAY STREET,,,BEAUFORT,SC,29902,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001297,"HARTWELL HARDWARE OF GA,LLC/ACE OF NW",USD,PH,1001297elast,108 ATHENS ST,,,HARTWELL,GA,30643,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001304,"T. SPEX EYEWEAR,INC/TSPEX FAMILY EC",USD,PH,1001304elast,1560 ROUTE 332,,,FARMINGTON,NY,14425,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001305,D&M HOME AND OUTDOORS,USD,PH,1001305elast,5020 HWY 120,,,BUCHANAN,GA,30113,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001307,"NORTH 45 EYE,PLLC/BONNERS FERRY EC",USD,PH,1001307elast,PO BOX 1690,,,BONNERS FERRY,ID,83805,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001308,DB PALMER LLC/BAIT ON 8,USD,D,1001308elast,105 S MAIN ST,,,NEW LONDON,NC,28127,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001315,MATNEY GULF COAST ENT DBA SCALLOP COVE,USD,D,1001315elast,4310 CAPE SAN BLAS RD.,,,PORT ST. JOE,FL,32456,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001354,OUSLEY VISION PLLC,USD,LP,1001354elast,2430 JUSTIN RD,STE A,,HIGHLAND VILLAGE,TX,75077O,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001373,MAYNOR AND MITCHELL OPT SHOP,USD,PH,1001373elast,3501 MEMORIAL PKWY,,,HUNTSVILLE,AL,35801,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001375,THE SURF STATION SURF CO,USD,D,1001375elast,1020 ANASTASIA BLVD.,,,ST.AUGUSTINE,FL,32080,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001380,TODD HAMMOND - SAMPLES ACCOUNT WO1,USD,E,1001380elast,6095 LONG FERRY RD.,,,SALISBURY,NC,28146,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001383,FABIAN ANASTASIO,USD,D,1001383elast,64 NUMERO 1709,LA PLATA,,BUENOS AIRES,. ,.,ARGENTINA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001384,CORDELE OPTICAL DISP INC,USD,D,1001384elast,716  16TH AVE E.,#G,,CORDELE,GA,31015,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001385,EXPRESS EYEWEAR LLC,USD,D,1001385elast,2533A S MAIN ST,,,LINDALE,TX,75771,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001271,DR. BRENT BROWN EYECARE,USD,LP,1001271elast,101 S DAWSON ST,,,LAGRANGE,GA,30241,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001278,VISION SOURCE CHOCTAW,USD,PH,1001278elast,14975 BYPASS ST,,,CHOCTAW,OK,73020,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001279,AMANDA R BYERS OD PA/ACADEMY OF EYECARE,USD,D,1001279elast,826 HARRISON AVE,,,PANAMA CITY,FL,32401,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001288,DON E WILLIAMSON ODPA/WILLIAMSON EC,USD,D,1001288elast,3218 DEL PRADO BLVD S,,,CAPE CORAL,FL,33904,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001292,ANDERSON & PLATT OUTFITTERS LLC,USD,PH,1001292elast,11 PIERCE DRIVE,,,DILLON,MT,59725,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001299,"JOHN L HENAHAN,OD,APOC / SPECTRUM EC",USD,PH,1001299elast,361 HWY 74 N,#101,,PEACHTREE CITY,GA,30269,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001300,VINES CREEK MARINA & TACKLE,USD,D,1001300elast,32213 BLUE CRAB RD,,,DAGSBORO,DE,19939,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001331,COLORADO FISHING COMPANY LLC DBA ED'S FL,USD,D,1001331elast,432 E MAIN ST.,,,MONTROSE,CO,81401,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001379,ZOEYE BEACH OPTICAL (T2),USD,PH,1001379elast,1450 W. CORBETT AVE,STE 3,,SWANSBORO,NC,28584,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001382,MARKA BOWERS OD DBA DESTINATION EYECARE,USD,PH,1001382elast,2554 HWY 394,,,BLOUNTVILLE,TN,37617,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001386,"KELLY'S VENTURES, LLC/TACKLE SHACK",USD,D,1001386elast,9683 RT 287,,,WELLSBORO,PA,16901,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001387,ACE HARDWARE OF DEBARY,USD,D,1001387elast,220 N. CHARLES RICHARD BEALL BLVD.,,,DEBARY,FL,32713,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001388,LATITUDE 18 LTD.,USD,PH,1001388elast,PO BOX 2891,,,EAST END TORTOLA,. ,VG1110,VIRGIN ISLANDS (BRITISH),DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001389,DUCKS UNLIMITED SAN ANTONIO,USD,LP,1001389elast,14080 NACOGDOCHES RD,#132,,SAN ANTONIO,TX,78247,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001390,"SWAN CITY EYE CARE, PLLC",USD,PH,1001390elast,6631 S. FLORIDA AVE,#2,,LAKELAND,FL,33813O,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001391,MARSH PIRATE LLC,USD,D,1001391elast,92 SCREVEN ST,,,DARIEN,GA,31305,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001392,"NORTH GEORGIA VISION CENTER, INC",USD,D,1001392elast,8390 N. HWY 27,,,ROCK SPRING,GA,30739,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001393,CUTTHROAT COVE LLC DBA THE SPORTSMAN FLY,USD,D,1001393elast,238 S. GUNNISON AVE.,,,LAKE CITY,CO,81235,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001394,VEO BIEN LLC DBA CARLOS A MORENO LOPEZ,USD,PH,1001394elast,CALLE MARIO BRASCHI #18,,,COAMO,PR,00769,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001396,A TO Z OUTDOORS LLC/ INFINITY SPORTS,USD,D,1001396elast,3700 N HWY 71,,,ALMA,AR,72921,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001410,BARKING INC.  DBA BARKING OPTICAL,USD,D,1001410elast,9 DAUPHIN ST.,,,MOBILE,AL,36602,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001411,ROBERT G HAWS ODPA DBA VISION SOURCE LAK,USD,D,1001411elast,126 OYSTER CREEK DR.,SUITE A,,LAKE JACKSON,TX,77566,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001435,RUDY DESANTOLO SAMPLE RX-RS1,USD,E,1001435elast,4740 BRITTANY DR S,APT 29,,ST PETERSBURGH,FL,33715,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001443,RED SAIL SPORTS GRAND CAYMAN,USD,PH,1001443elast,PO BOX 31473,,,GRAND CAYMAN,. ,KY1-1206,CAYMAN ISLANDS,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001461,FABLIFE LLC,USD,D,1001461elast,2145 WELLS PL.,,,PALM BEACH GARDENS,FL,33418,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001463,CENTRAL OREGON STILLWATER OUTFITETRS LLC,USD,PH,1001463elast,56898 ENTERPRISE DR.,,,SUNRIVER,OR,97707,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001475,SILVER BOW FLY SHOP,USD,PH,1001475elast,13210 E INDIANA AVE.,,,SPOKANE,WA,99216,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001477,BOUDREAUXS MENS SHOP,USD,PH,1001477elast,110 RUE MAGNOLIA,,,BILOXI,MS,39530,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001478,FUTCH VENTURES INC DBA BIG T TIRE,USD,D,1001478elast,1109 W MAIN ST.,,,AVON PARK,FL,33825,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001479,FLUITT OUTFITTERS LLC DBA GRUENE OUTFITT,USD,D,1001479elast,1629 HUNTER RD.,,,NEW BRAUNFELS,TX,78130,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001485,DRA. ADELA SAAVEDRA DBA THE EYE BOUTIQUE,USD,D,1001485elast,CALLE CALIFORNIA A3,,,QUEBRADILLAS,PR,00678,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001486,SADLER'S GREAT OUTDOORS,USD,PH,1001486elast,3160 W. HOWARD CITY-EDMORE RD.,,,SIX LAKES,MI,48886,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001487,THE GLIK COMPANY DBA GLIK'S,USD,LP,1001487elast,25 ABC PARKWAY,,,COLLINSVILLE,IL,62234,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001488,PERE MARQUETTE RIVER LODGE,USD,PH,1001488elast,8841 S. M 37,,,BALDWIN,MI,49304,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001490,RICHLAND COUNTY RECREATION COMMISSION,USD,PH,1001490elast,7473 PARKLANE RD.,,,COLUMBIA,SC,29223,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001491,REAL WATERSPORTS,USD,D,1001491elast,25706 HWY 12,,,WAVES,NC,27982,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001516,DRAKE'S FLY SHOP LLC,USD,PH,1001516elast,1322 MAYBELLE AVE.,,,GRAYLING,MI,49738,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001517,TACKLE SHACK ATX LLC,USD,D,1001517elast,1000E 51ST STREET,,,AUSTIN,TX,78751,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001518,FIN N FIRE LLC,USD,D,1001518elast,1604 S HWY 97,#12,,REDMOND,OR,97756,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001519,MALONE ENTERPRISES INC DBA OLATHE GUN SH,USD,PH,1001519elast,716A SOUTH ROGERS RD.,,,OLATHE,KS,66062,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001520,MOVING WATER OUTFITTERS,USD,D,1001520elast,675 S. MAIN ST.,SUITE 100,,ZIONSVILLE,IN,46077,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001414,SALINAS OPTICAL CLISNIO C.P.,USD,D,1001414elast,#64 CALLE BALDORIOTY,,,SALINAS,PR,00751,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001415,SURF & TURF OUTDOOR SPORTS LLC,USD,D,1001415elast,18501 ELTHAM RD.,,,WEST POINT,VA,23181,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001416,K. ENTERPRISES INC DBA CASTAWAYS SPORTIN,USD,PH,1001416elast,11600 ROUTE 1,,,CHESTER,VA,23831,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001421,BAPTIST TERREZZA GROUP O.D.P.A.,USD,D,1001421elast,121 BAPTIST WAY,SUITE 1200,,PENSACOLA,FL,32503,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001423,FLOCK MARINE LLC,USD,PH,1001423elast,2594 SHELL RD.,SUITE E,,GEORGETOWN,TX,78628,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001434,ASHLEY ELIZABETH BURTON_SAMPLE ACCNT RX,USD,E,1001434elast,IND EYEWEAR CONSULTING,142 ASCEND CIRCLE #6205,,MELBOURNE,FL,32904,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001457,MCKEVLIN'S SURF SHOP LLC,USD,D,1001457elast,8 CENTER ST.,,,FOLLY BEACH,SC,29439,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001458,CAM SMITH SAMPLES ACCOUNT - FS1,USD,E,1001458elast,2124 BEACHVIEW DR.,UNIT G3,,OCEAN SPRINGS,MS,39564,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001469,SCHULTZ OUTFITTERS,USD,D,1001469elast,4 E CROSS ST.,,,YPSILANTI,MI,48198,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001480,CS&S INC DBA GOLD MINE PAWN & GUN,USD,D,1001480elast,2111 SANDY LANE,,,LAUREL,MS,39443,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001481,SOUTHEND SURF SHOP LLC,USD,D,1001481elast,311 BEACH AVE.,,,CAPE MAY,NJ,08204,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001482,OPTIHOLDINGS,USD,PH,1001482elast,CALLE 50 EDIFICIO VISTA MAR,,,PANAMA CITY,. ,51700,PANAMA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001514,OLIVE BRANCH EYECARE,USD,PH,1001514elast,6947 CRUMPLER,,,OLIVE BRANCH,MS,38635,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001521,THE DRIFTLESS FLY FISHING CO. LLC,USD,PH,1001521elast,208 ST. PAUL ST. SW,,,PRESTON,MN,55965,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001527,MALIBUS SURF SHOP,USD,PH,1001527elast,713 ATLANTIC AVE.,,,OCEAN CITY,MD,21842,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001528,EASTERN LINES SURF SHOP,USD,F,1001528elast,1605 OCEAN AVE N,,,BELMAR,NJ,07719,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001529,HAYLON CORPORATION DBA 17TH STREET SURF,USD,D,1001529elast,2561 HORSE PASTURE RD.,,,VIRIGINIA BEACH,VA,23453,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001548,WAVEFRONT EYECARE + OPTICAL,USD,D,1001548elast,120 NORTHSHORE BLVD STE A,,,PORTLAND,TX,78374,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001554,IOWA EYE P.C. DBA IOWA EYE CENTER,USD,D,1001554elast, 1650 1ST AVE NE,,,CEDAR RAPIDS,IA,52402,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001433,PAT KLEPPERT - SAMPLES ACCOUNT HM2,USD,E,1001433elast,62133 ROBBINS LAKE RD.,,,JONES,MI,49061,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001476,BITTERROOT RETREAT AND ADVENTURES DBA LI,USD,PH,1001476elast,227 BELL XING E,,,STEVENSVILLE,MT,59870,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001493,LANSDALE EYE ASSOCIATES,USD,D,1001493elast,426 MAIN ST,,,HARLEYSVILLE,PA,19438,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001494,CHADDS FORD EYE ASSOCIATES,USD,D,1001494elast,426 MAIN ST,,,HARLEYSVILLE,PA,19438,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001496,JEFF EHLERT GUIDE SERVICE INC DBA WINTER,USD,PH,1001496elast,76981 US HIGHWAY 40,#3,,FRASER,CO,80442,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001506,R&M EYECARE P.C. DBA THE VISION CLINIC,USD,D,1001506elast,850 W SHARON AVE STE 8,,,HOUGHTON,MI,49931,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001522,CIVIL CONSTRUCTION INC DBA TEXCON GENERA,USD,D,1001522elast,1061 INNOVATION DR.,,,BRYAN,TX,77808,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001524,SKI SERVICES UNLIMITED DBA HIGH MOUNTAIN,USD,D,1001524elast,21327 GARRETT HIGHWAY,,,OAKLAND,MD,21550,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001538,FARIAS SURF & SPORT,USD,D,1001538elast,2800 LONG BEACH BLVD.,,,SHIP BOTTOM,NJ,08008,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001550,XNEO AUTOACCESORIOS CORP DBA 36-4910144,USD,D,1001550elast,7941 NW 68TH STREET,,,MIAMI,FL,33166,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001551,FEATHERED HOOK LLC DBA FEATHERED HOOK FL,USD,PH,1001551elast,280 SOUTH WASHINGTON ST,,,AFTON,WY,83110,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001552,"2020 OPTICAL, LLC",USD,PH,1001552elast,7268 JARNIGAN RD. STE 304,,,CHATTANOOGA,TN,37421,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001557,SUE'S SPECIAL ACCOUNT - ELASTIC,USD,E,1001557elast,1333 HARPERS ROAD,SUITE 105,,VIRGINIA BEACH,VA,23454,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001558,JIMMY'S GUNS LLC,USD,D,1001558elast,22 EGLIN PARKWAY SE,,,FORT WALTON BEACH,FL,32548,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001565,AUTUMN ADAMS OD PLLC/GLOBAL EYE CARE,USD,PH,1001565elast,4101 S 1ST,,,CABOT,AR,72023,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001568,AXISMERIDIAN INC/BENNINGTON FAMILY EYECA,USD,D,1001568elast,463 MAIN ST,,,BENNINGTON,VT,05201,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001571,THE CONFLUENCE FLY SHOP & OUTFITTERS LLC,USD,D,1001571elast,2620 N. HARBOR LOOP DR.,#17,,BELLINGHAM,WA,98225,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001572,SURF N WEAR'S BEACH HOUSE/BEACH HOUSE,USD,LP,1001572elast,10 STATE STREET,,,SANTA BARBARA,CA,93101,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001573,"IDAHO ROD & REEL, LLC",USD,D,1001573elast,14051 LEATHER RIDGE RD.,,,CALDWELL,ID,83607,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001574,TEXAS STATE OPTICAL/SANTA FE,USD,PH,1001574elast,13135 HWY 6,,,SANTA FE,TX,77510,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001575,ANTHONY G MONTE DBA HUNTERS HIDE,USD,D,1001575elast,38725 FUTCH RD.,,,DADE CITY,FL,33523,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001412,REEF ZONE 74 C.A.,USD,D,1001412elast,PARQUE C.C. CERRO VERDE,,,CARACAS,. ,1070,VENEZUELA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001417,KEVIN KATZ OD PC DBA TEXAS STATE OPTICAL,USD,PH,1001417elast,515 22ND STREET,,,GALVESTON,TX,77550,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001432,CNC BOATWORKS,USD,D,1001432elast,6851 NORTH EAST LOOP 850,,,NORTH RICHLAND HILLS,TX,76180,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001446,HYDROLASA SAS DBA CRESSI GALAPAGOS,USD,D,1001446elast,MARCHENA #091,,,PUERTO AYORA,. ,200102,ECUADOR,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001452,LEE'S TOOLS,USD,D,1001452elast,8422 SOUTHWOOD PINES ST.,,,LITHIA,FL,33547,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001460,MICHAEL R. HARRIS O.D.,USD,D,1001460elast,970 RIBAUT RD.,SUITE 2,,BEAUFORT,SC,29902,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001498,FISHING CENTER ARMAR S.A. DE C.V.,USD,D,1001498elast,"CALLE VIOLETAS, NUM 2",COL. SAN ANTONIO,,MEZCALES BAHIA DE BANDERA,. ,63735,MEXICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001499,"CARTERET VISION CENTER, OD PA",USD,D,1001499elast,5053-A EXECUTIVE DR,,,MOREHEAD CITY,NC,28557,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001507,BITTERROOT FLY COMPANY,USD,PH,1001507elast,808 N MAIN STREET,#2,,DARBY,MT,59829,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001508,"CSWW, INC. DBA NORTH 40 OUTFITTERS",USD,D,1001508elast,5109 ALASKA TRAIL,,,GREAT FALLS,MT,59405,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001509,THREE RIVERS RESORT DBA WILLOWFLY ANGLER,USD,PH,1001509elast,130 COUNTY RD 742,,,ALMONT,CO,81210,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001512,SPECTACLE GALLERY,USD,LP,1001512elast,1370 BLVD OF THE ARTS,,,SARASOTA,FL,34236,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001523,DIRTY WATER FLY & TACKLE DBA DIRTY WATER,USD,D,1001523elast,1410 K AVENUE,SUITE 1105D,,PLANO,TX,75074,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001530,KAYAK FISHING SUPPLIES,USD,PH,1001530elast,7718 CALIREMONT MESA BLVD.,,,SAN DIEGO,CA,92111,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001532,"THOMPSON AND LETT EYE CARE, PLLC",USD,PH,1001532elast,7161 LEE HWY STE 200,,,CHATTANOOGA,TN,37421,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001549,MITCHELL EYE CARE ASSOCIATES/MITCHELL EY,USD,PH,1001549elast,425 SAINT MARY STREET,,,THIBODAUX,LA,70301,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001576,"WESTPORT BAIT & TACKLE, INC",USD,PH,1001576elast,1111 MAIN RD.,,,WESTPORT,MA,02790,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001578,THE LODGE AT PALISADES CREEK,USD,PH,1001578elast,3720 HWY 26,,,IRWIN,ID,83428,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001579,THE STONEFLY FLY SHOP DBA STONEFLY,USD,PH,1001579elast,2205 AMHERST,,,BUTTE,MT,59701,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001418,MARINEMAX,USD,D,1001418elast,6810 GULFPORT BLVD.,,,ST.PETERSBURG,FL,33707,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001427,BASS EVENTS SALES (MELINDA),USD,RP,1001427elast,179 TULL TRAIL,,,HOT SPRINGS,AR,71913,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001428,SALT EVENT SALES (MIKE),USD,RP,1001428elast,1516 SE LARK BLVD.,,,STUART,FL,34996,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001429,FLY EVENT SALES (JAY),USD,RP,1001429elast,601 LARIAT LOOP,,,NEW CASTLE,CO,81647,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001441,SHANE CELLI - SAMPLES ACCOUNT SC1,USD,E,1001441elast,1856 ION AVENUE,APT. A,,SULLIVANS ISLAND,SC,29482,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001442,LIME OUT,USD,PH,1001442elast,PO BOX 1735,,,ST. JOHN,. ,00831,VIRGIN ISLANDS (U.S.),DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001453,CLARK OPTICAL,USD,D,1001453elast,4120 AYERS ST,,,CORPUS CHRISTI,TX,78415,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001454,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,USD,D,1001454elast,12434 BEE CAVE RD.,,,AUSTIN,TX,78738,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001455,"NICOLE CREMATA OD, PA DBA PRECISION EYE",USD,D,1001455elast,5800 OVERSEAS HWY 43,,,MARATHON,FL,33050,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001456,COLBY PEARSON - SAMPLES ACCOUNT PS7,USD,E,1001456elast,668 ROSE VALLEY CT.,,,CENTRAL POINT,OR,97502,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001462,JOSH OPIOL SAMPLE_JP1 RX,USD,E,1001462elast,133 GRANDVIEW DR NE,,,SOLON,IA,52333,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001464,"MONA PATCI, OD PA DBA BAYHEAD EYE CENTER",USD,PH,1001464elast,820 W LAKE MARY BLVD,SUITE 104,,SANFORD,FL,32773,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001471,HEADWATERS OUTFITTERS,USD,D,1001471elast,PO BOX 1057,,,ROSMAN,NC,28772,USA,DEFAULT,EN
